sep=,
Filename,Version,FileVersion,InfoVersion
Sitecore.XA.Feature.LayoutServices.Integration.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Maps.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Media.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Navigation.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Overlays.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.PageContent.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.PageStructure.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Redirects.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Search.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Security.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.SiteMetadata.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Social.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.StickyNotes.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Stylelabs.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.Taxonomy.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.ThemeBootstrap3.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.ThemeBootstrap4.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.ThemeFoundation.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Feature.ThemeGrid960.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Abstractions.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Caching.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Common.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.ContentValidation.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.DynamicPlaceholders.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Editing.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Geospatial.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Grid.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Installer.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.IOC.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.JsonVariants.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.LocalDatasources.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.MarkupDecorator.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.MediaRequestHandler.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Multisite.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Mvc.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.PlaceholderSettings.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Presentation.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Publication.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.RenderingVariants.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Scaffolding.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Scriban.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Search.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Search.Providers.Azure.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Search.Providers.Solr.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.SitecoreExtensions.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Taxonomy.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Theming.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.TokenResolution.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Upgrade.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.Variants.Abstractions.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.Foundation.XConnect.Integration.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.JSS.Foundation.Integration.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.JSS.Foundation.LocalDatasources.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.JSS.Foundation.Multisite.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.JSS.Foundation.Presentation.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Sitecore.XA.JSS.Foundation.Scaffolding.dll,6.10.0.0,6.10.0.0,6.10.0-r02589
Spatial4n.Core.dll,0.3.0.0,0.3.0.0,0.3.0.0

