sep=,
Filename,Version,FileVersion,InfoVersion
Sitecore.XA.Feature.Navigation.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.Overlays.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.PageContent.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.PageStructure.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.Redirects.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.Search.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.Security.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.SiteMetadata.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.Social.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.StickyNotes.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Feature.Taxonomy.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Caching.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Common.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.ContentValidation.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.DynamicPlaceholders.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Editing.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Geospatial.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Grid.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Installer.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.IoC.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.JsonVariants.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.LocalDatasources.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.MarkupDecorator.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.MediaRequestHandler.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Multisite.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Mvc.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.PlaceholderSettings.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Presentation.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Publication.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.RenderingVariants.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Scaffolding.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Search.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Search.Providers.Azure.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Search.Providers.Lucene.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Search.Providers.Solr.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.SitecoreExtensions.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Theming.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.TokenResolution.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Upgrade.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.Variants.Abstractions.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Sitecore.XA.Foundation.VersionSpecific.dll,2.6.0.1151,2.6.0.0,2.6.0 rev. 20180103
Spatial4n.Core.dll,0.3.0.0,0.3.0.0,0.3.0.0

