sep=,
Filename,Version,FileVersion,InfoVersion
Sitecore.XA.Feature.LayoutServices.Integration.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Maps.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Media.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Navigation.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Overlays.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.PageContent.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.PageStructure.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Redirects.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Search.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Security.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.SiteMetadata.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Social.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.StickyNotes.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Stylelabs.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.Taxonomy.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.ThemeBootstrap3.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.ThemeBootstrap4.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.ThemeFoundation.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Feature.ThemeGrid960.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Abstractions.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Caching.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Common.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.ContentValidation.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.DynamicPlaceholders.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Editing.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Geospatial.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Grid.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Installer.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.IOC.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.JsonVariants.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.LocalDatasources.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.MarkupDecorator.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.MediaRequestHandler.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Multisite.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Mvc.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.PlaceholderSettings.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Presentation.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Publication.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.RenderingVariants.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Scaffolding.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Scriban.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Search.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Search.Providers.Solr.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.SitecoreExtensions.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Taxonomy.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Theming.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.TokenResolution.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Upgrade.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.Variants.Abstractions.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.Foundation.XConnect.Integration.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.JSS.Foundation.Integration.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.JSS.Foundation.LocalDatasources.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.JSS.Foundation.Multisite.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.JSS.Foundation.Presentation.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Sitecore.XA.JSS.Foundation.Scaffolding.dll,7.0.0.0,7.0.0.0,7.0.0-r03138
Spatial4n.Core.dll,0.3.0.0,0.3.0.0,0.3.0.0

