sep=,
Filename,Version,FileVersion,InfoVersion
Sitecore.XA.Feature.Maps.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.Media.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.Navigation.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.Overlays.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.PageContent.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.PageStructure.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.Redirects.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.Search.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.Security.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.SiteMetadata.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.Social.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.StickyNotes.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Feature.Taxonomy.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Abstractions.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Caching.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Common.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.ContentValidation.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.DynamicPlaceholders.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Editing.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Geospatial.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Grid.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Installer.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.IoC.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.JsonVariants.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.LocalDatasources.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.MarkupDecorator.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.MediaRequestHandler.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Multisite.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Mvc.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.PlaceholderSettings.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Presentation.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Publication.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.RenderingVariants.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Scaffolding.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Search.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Search.Providers.Azure.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Search.Providers.Lucene.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Search.Providers.Solr.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.SitecoreExtensions.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Taxonomy.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Theming.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.TokenResolution.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Upgrade.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.Variants.Abstractions.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Sitecore.XA.Foundation.VersionSpecific.dll,3.8.0.1161,3.8.0.0,3.8.0-r01161
Spatial4n.Core.dll,0.3.0.0,0.3.0.0,0.3.0.0

